PWGTP,AGEP,GASP,GRPIP,JWAP,JWDP,JWMNP,FER,HHL,HISPEED,JWTRNS,SCH,SCHL,SEX,state
11,33,3,12,0,0,0,0,1,0,0,1,15,1,05
12,68,3,12,0,0,0,0,1,0,0,1,12,2,05
12,53,3,12,0,0,0,0,1,0,0,1,15,1,05
106,34,40,0,84,43,10,1,1,1,1,1,20,2,05
119,35,40,0,96,55,10,0,1,1,1,1,20,1,05
221,0,40,0,0,0,0,0,1,1,0,0,0,2,05
173,68,180,0,93,43,55,0,1,1,1,1,23,1,05
118,67,180,0,0,0,0,0,1,1,0,1,22,2,05
37,60,340,0,87,45,15,0,1,0,1,1,16,2,05
33,60,340,0,0,0,0,0,1,0,0,1,16,1,05
111,17,340,0,154,95,20,2,1,0,1,2,14,2,05
111,16,340,0,0,0,0,0,1,0,0,2,14,1,05
14,31,40,0,0,0,0,0,1,2,0,1,17,1,05
14,31,40,0,84,37,40,2,1,2,1,1,16,2,05
20,8,40,0,0,0,0,0,1,2,0,2,6,2,05
14,3,40,0,0,0,0,0,1,2,0,2,2,1,05
8,77,3,0,0,0,0,0,1,0,0,1,22,1,05
6,73,3,0,0,0,0,0,1,0,0,1,18,2,05
137,75,10,0,0,0,0,0,1,0,0,1,12,2,05
45,74,20,0,0,0,0,0,1,0,0,1,16,1,05
33,69,20,0,73,31,15,0,1,0,1,1,18,2,05
62,43,3,0,81,37,25,2,1,2,1,1,16,2,05
63,43,3,0,71,28,20,0,1,2,1,1,16,1,05
188,24,3,0,59,17,20,0,1,1,1,1,19,1,05
139,24,3,0,91,49,15,2,1,1,1,1,19,2,05
187,2,3,0,0,0,0,0,1,1,0,0,0,2,05
317,57,20,13,88,43,30,0,2,1,1,1,10,1,05
359,39,20,13,98,58,5,2,2,1,1,1,10,2,05
399,31,3,31,115,73,15,0,1,1,1,1,18,1,05
32,65,30,0,0,0,0,0,1,1,11,1,19,2,05
30,66,30,0,0,0,0,0,1,1,0,1,21,2,05
9,66,150,0,0,0,0,0,1,0,0,1,12,2,05
81,70,150,0,0,0,0,0,1,1,0,1,19,2,05
14,69,400,0,100,55,30,0,1,2,1,1,20,2,05
19,69,400,0,0,0,0,0,1,2,0,1,16,1,05
54,20,150,27,0,0,0,2,2,1,0,2,18,2,05
55,21,150,27,85,43,15,0,2,1,1,1,16,1,05
73,24,150,27,93,49,25,0,2,1,1,1,16,1,05
72,78,3,0,0,0,0,0,1,1,0,1,16,1,05
70,75,3,0,0,0,0,0,1,1,0,1,16,2,05
318,44,30,25,90,49,10,2,1,1,1,1,18,2,05
383,9,30,25,0,0,0,0,1,1,0,2,6,1,05
143,45,3,0,97,55,15,0,1,1,1,1,17,1,05
161,46,3,0,100,55,30,2,1,1,1,1,17,2,05
124,21,3,0,75,31,25,0,1,1,1,1,16,1,05
136,13,3,0,0,0,0,0,1,1,0,2,11,2,05
22,74,3,0,0,0,0,0,1,1,0,1,22,1,05
19,73,3,0,0,0,0,0,1,1,0,1,21,2,05
96,36,3,24,0,0,0,2,1,1,0,1,19,2,05
80,31,3,24,103,61,15,0,1,1,1,1,16,1,05
72,15,3,24,0,0,0,0,1,1,0,2,11,1,05
58,14,3,24,0,0,0,0,1,1,0,2,11,2,05
59,12,3,24,0,0,0,0,1,1,0,2,9,2,05
60,11,3,24,0,0,0,0,1,1,0,2,8,2,05
158,4,3,24,0,0,0,0,1,1,0,2,2,1,05
61,78,130,0,0,0,0,0,1,1,0,1,20,1,05
69,76,130,0,0,0,0,0,1,1,0,1,16,2,05
67,49,3,0,0,0,0,2,1,2,0,1,17,2,05
65,51,3,0,0,0,0,0,1,2,0,1,11,1,05
121,8,3,0,0,0,0,0,1,2,0,2,5,1,05
84,50,80,0,87,43,25,2,1,1,1,1,16,2,05
95,53,80,0,73,31,15,0,1,1,1,1,16,1,05
254,45,3,0,0,0,0,2,1,0,0,1,20,2,05
153,48,3,0,106,43,144,0,1,0,1,1,19,1,05
433,23,3,0,76,31,30,0,1,0,1,1,19,1,05
69,68,3,0,0,0,0,0,1,0,0,1,19,1,05
169,75,180,0,0,0,0,0,1,1,0,1,23,1,05
176,76,180,0,0,0,0,0,1,1,0,1,18,2,05
135,34,20,0,0,0,0,0,1,1,11,1,22,1,05
138,38,20,0,0,0,0,2,1,1,0,1,16,2,05
125,8,20,0,0,0,0,0,1,1,0,2,5,2,05
70,43,3,14,74,34,7,0,1,1,1,1,16,1,05
45,42,3,14,104,55,50,2,1,1,1,1,11,2,05
134,18,3,14,74,34,7,0,1,1,1,1,16,1,05
39,17,3,14,215,127,5,2,1,1,1,2,14,2,05
54,37,3,0,92,47,30,2,1,1,1,1,21,2,05
110,20,3,0,0,0,0,0,1,1,0,2,18,1,05
84,3,3,0,0,0,0,0,1,1,0,1,1,2,05
169,22,3,13,85,43,15,2,1,1,1,1,19,2,05
138,24,3,13,65,19,35,0,1,1,1,1,18,1,05
221,75,30,0,0,0,0,0,1,1,0,1,20,2,05
82,83,170,0,0,0,0,0,1,0,0,1,16,2,05
50,77,3,0,0,0,0,0,1,1,0,1,16,1,05
139,43,3,0,0,0,0,2,1,1,0,1,18,2,05
230,22,3,0,0,0,0,0,1,1,0,1,16,1,05
229,19,3,0,0,0,0,0,1,1,0,1,14,1,05
79,79,90,0,0,0,0,0,1,2,0,1,22,1,05
84,81,90,0,0,0,0,0,1,2,0,1,16,2,05
58,43,3,0,90,49,10,2,1,1,1,1,24,2,05
51,13,3,0,0,0,0,0,1,1,0,2,10,1,05
60,7,3,0,0,0,0,0,1,1,0,2,5,2,05
22,53,110,0,0,0,0,0,1,2,0,1,19,2,05
119,51,3,0,0,0,0,0,1,2,0,1,17,1,05
30,51,1600,0,121,79,15,0,1,2,1,1,19,2,05
153,42,3,28,0,0,0,2,1,1,0,1,17,2,05
152,16,3,28,0,0,0,2,1,1,0,2,13,2,05
120,23,3,28,77,29,45,0,1,1,1,1,16,1,05
170,0,3,28,0,0,0,0,1,1,0,0,0,2,05
259,19,3,28,69,28,12,1,1,1,1,1,16,2,05
88,66,40,0,0,0,0,0,1,1,0,1,18,2,05
71,72,40,0,95,52,20,0,1,1,1,1,19,1,05
137,22,3,101,219,128,10,2,1,2,1,2,21,2,05
156,22,3,101,219,128,10,0,1,2,1,2,21,1,05
270,56,120,0,198,118,10,0,1,2,1,1,16,1,05
181,57,120,0,0,0,0,0,1,2,0,1,16,2,05
184,50,80,20,75,34,10,2,1,1,1,1,16,2,05
218,52,80,20,0,0,0,0,1,1,0,1,18,1,05
94,93,3,0,0,0,0,0,1,1,0,1,18,2,05
19,57,3,44,0,0,0,0,1,1,0,1,21,1,05
9,57,3,0,0,0,0,0,1,2,0,1,16,1,05
26,54,3,0,0,0,0,0,1,2,0,1,19,2,05
168,34,90,0,74,31,20,0,1,1,1,1,17,1,05
129,35,90,0,92,52,5,2,1,1,1,1,16,2,05
57,4,90,0,0,0,0,0,1,1,0,1,1,1,05
58,1,90,0,0,0,0,0,1,1,0,0,0,2,05
84,58,3,0,52,13,30,0,1,2,1,1,16,1,05
27,75,30,0,0,0,0,0,1,2,0,1,13,1,05
16,67,30,0,0,0,0,0,1,2,0,1,16,2,05
28,78,40,0,0,0,0,0,1,0,0,1,16,1,05
108,60,3,0,0,0,0,0,1,1,0,1,19,2,05
133,60,3,0,76,34,15,0,1,1,1,1,18,1,05
54,51,30,0,74,34,8,0,1,1,1,1,21,2,05
58,56,30,0,0,0,0,0,1,1,11,1,21,1,05
73,34,3,0,210,122,30,2,1,1,1,1,22,2,05
83,42,3,0,81,39,15,0,1,1,1,1,23,1,05
102,5,3,0,0,0,0,0,1,1,0,2,2,1,05
110,3,3,0,0,0,0,0,1,1,0,2,1,2,05
110,1,3,0,0,0,0,0,1,1,0,0,0,1,05
80,77,3,0,0,0,0,0,1,1,0,1,19,1,05
53,73,3,0,0,0,0,0,1,1,0,1,18,2,05
347,29,3,0,84,43,10,2,1,1,1,1,21,2,05
610,30,3,0,76,31,30,0,1,1,1,1,16,1,05
430,7,3,0,0,0,0,0,1,1,0,1,4,2,05
508,5,3,0,0,0,0,0,1,1,0,1,2,1,05
565,2,3,0,0,0,0,0,1,1,0,0,0,2,05
46,69,350,0,0,0,0,0,1,1,0,1,16,2,05
35,66,350,0,0,0,0,0,1,1,0,1,16,1,05
340,61,3,0,0,0,0,0,1,0,11,1,16,2,05
372,61,3,0,91,43,45,0,1,0,1,1,16,1,05
110,64,3,0,92,49,20,0,1,1,1,1,19,1,05
75,64,3,0,94,52,15,0,1,1,1,1,18,2,05
73,73,3,0,81,37,27,0,1,1,1,1,16,2,05
38,67,10,0,0,0,0,0,1,2,0,1,1,2,05
318,37,380,0,100,55,30,2,1,1,1,1,20,2,05
244,52,380,0,0,0,0,0,1,1,0,1,16,1,05
283,14,380,0,0,0,0,0,1,1,0,3,11,2,05
318,10,380,0,0,0,0,0,1,1,0,2,5,1,05
319,14,380,0,0,0,0,0,1,1,0,2,10,1,05
13,55,3,0,73,28,30,0,1,1,1,1,17,1,05
9,57,3,0,103,61,15,0,1,1,1,1,19,2,05
10,61,3,0,0,0,0,0,1,1,0,1,16,1,05
33,51,3,0,112,67,30,0,1,2,1,1,21,1,05
37,45,80,0,105,66,4,0,1,1,1,1,21,1,05
52,43,80,0,90,47,20,2,1,1,1,1,22,2,05
40,21,80,0,82,39,20,0,1,1,1,1,16,1,05
39,56,20,0,77,38,2,0,1,1,1,1,16,2,05
57,54,20,0,56,16,20,0,1,1,1,1,19,1,05
30,61,3,0,0,0,0,0,1,2,0,1,20,2,05
36,60,3,0,78,31,40,0,1,2,1,1,19,1,05
194,59,3,37,0,0,0,0,1,2,0,2,15,2,05
57,60,3,0,0,0,0,0,1,1,0,1,16,1,05
62,59,3,0,0,0,0,0,1,1,0,1,20,2,05
97,37,3,0,170,90,144,0,1,1,1,2,20,1,05
57,17,3,0,0,0,0,2,1,1,0,2,14,2,05
63,63,100,0,0,0,0,0,1,2,0,1,14,1,05
51,33,60,0,103,61,15,2,1,1,1,2,20,2,05
44,31,60,0,88,43,30,0,1,1,1,1,19,1,05
24,4,60,0,0,0,0,0,1,1,0,3,2,2,05
17,88,20,0,0,0,0,0,1,1,0,1,16,2,05
74,50,30,0,114,67,40,2,1,1,1,1,18,2,05
71,47,130,0,59,19,5,0,1,1,1,1,21,1,05
82,48,130,0,0,0,0,2,1,1,0,1,21,2,05
36,76,3,0,0,0,0,0,1,1,0,1,22,1,05
43,74,3,0,0,0,0,0,1,1,0,1,22,2,05
280,43,50,0,75,34,10,2,1,2,1,1,16,2,05
162,46,50,0,75,34,10,0,1,2,1,1,15,1,05
144,55,80,0,0,0,0,0,1,1,11,1,22,2,05
136,59,80,0,91,49,15,0,1,1,1,1,21,1,05
63,60,150,0,99,55,25,0,1,1,1,1,21,1,05
58,59,150,0,87,43,25,0,1,1,1,1,21,2,05
78,50,20,0,92,49,20,0,1,1,1,1,18,1,05
92,19,20,0,0,0,0,2,1,1,0,1,16,2,05
72,16,20,0,0,0,0,2,1,1,0,2,12,2,05
115,12,20,0,0,0,0,0,1,1,0,2,8,2,05
18,75,30,0,0,0,0,0,1,1,0,1,22,1,05
92,57,3,0,97,55,15,0,1,1,1,1,18,1,05
84,52,3,0,97,52,30,0,1,1,1,1,22,2,05
51,38,3,0,84,43,10,0,1,1,1,1,16,1,05
64,38,3,0,78,37,10,2,1,1,1,1,16,2,05
58,13,3,0,0,0,0,0,1,1,0,2,10,1,05
58,9,3,0,0,0,0,0,1,1,0,2,5,1,05
36,79,3,0,128,79,50,0,1,1,1,1,20,2,05
76,32,130,0,56,17,5,0,1,1,1,1,16,1,05
136,41,40,0,80,40,9,0,1,1,1,1,24,1,05
92,40,40,0,92,52,9,2,1,1,1,1,24,2,05
106,12,40,0,0,0,0,0,1,1,0,2,8,1,05
104,9,40,0,0,0,0,0,1,1,0,2,5,1,05
63,30,3,0,0,0,0,0,1,0,0,1,14,1,05
76,32,3,0,0,0,0,2,1,0,0,1,12,2,05
71,2,3,0,0,0,0,0,1,0,0,0,0,1,05
86,10,3,0,0,0,0,0,1,0,0,2,7,1,05
50,22,70,0,92,53,4,0,2,1,1,1,19,1,05
22,21,70,0,82,42,5,2,2,1,1,3,20,2,05
6,62,3,28,0,0,0,0,1,2,0,1,12,1,05
28,31,3,28,187,107,60,0,1,2,1,1,17,1,05
132,77,200,0,0,0,0,0,1,1,0,1,21,2,05
34,23,3,22,70,19,60,0,1,1,1,1,17,1,05
65,22,3,22,0,0,0,2,1,1,0,1,17,2,05
29,3,3,22,0,0,0,0,1,1,0,2,1,2,05
29,1,3,22,0,0,0,0,1,1,0,0,0,1,05
110,70,80,0,0,0,0,0,1,1,0,1,16,1,05
96,75,80,0,0,0,0,0,1,1,0,1,16,2,05
157,69,3,0,0,0,0,0,1,2,0,1,19,1,05
172,69,3,0,0,0,0,0,1,2,0,1,19,2,05
43,50,3,0,103,55,45,2,1,1,1,1,21,2,05
29,52,3,0,0,0,0,0,1,1,0,1,16,1,05
258,66,3,0,0,0,0,0,1,2,0,1,18,2,05
220,69,3,0,107,55,65,0,1,2,1,1,16,1,05
62,34,3,0,84,25,144,0,1,1,1,1,17,1,05
94,29,3,0,112,43,144,2,1,1,1,2,20,2,05
164,2,3,0,0,0,0,0,1,1,0,0,0,1,05
110,7,3,0,0,0,0,0,1,1,0,2,4,2,05
46,56,3,0,85,45,5,0,1,1,1,1,19,2,05
122,51,90,0,89,47,18,0,1,1,1,1,22,2,05
99,54,90,0,87,43,25,0,1,1,1,1,16,1,05
106,50,60,0,106,64,15,2,1,1,1,1,19,2,05
133,42,60,0,95,52,20,0,1,1,1,1,19,1,05
71,19,60,0,88,41,40,2,1,1,1,1,18,2,05
82,72,3,0,0,0,0,0,1,1,0,1,21,1,05
83,71,3,0,0,0,0,0,1,1,0,1,21,2,05
119,61,80,0,0,0,0,0,1,1,11,1,20,1,05
64,20,80,0,0,0,0,0,1,1,11,1,16,1,05
81,68,150,0,0,0,0,0,1,1,0,1,21,1,05
88,66,150,0,0,0,0,0,1,1,0,1,21,2,05
211,53,140,29,84,43,12,0,1,1,1,1,20,1,05
176,51,140,29,0,0,0,0,1,1,0,1,16,2,05
439,51,100,19,88,37,60,0,1,1,1,1,18,1,05
53,60,3,17,99,58,10,0,1,0,1,1,22,2,05
114,53,3,10,91,49,16,0,1,1,1,1,20,2,05
27,48,3,10,79,37,15,0,1,1,1,1,17,1,05
61,65,50,0,0,0,0,0,1,2,0,1,16,1,05
51,62,100,0,0,0,0,0,1,1,0,1,18,2,05
47,75,3,0,0,0,0,0,1,2,0,1,18,2,05
52,70,3,0,0,0,0,0,1,2,0,1,11,1,05
246,37,190,0,88,46,17,0,1,1,1,1,22,1,05
175,7,190,0,0,0,0,0,1,1,0,3,4,1,05
173,6,190,0,0,0,0,0,1,1,0,3,3,2,05
176,6,190,0,0,0,0,0,1,1,0,3,3,1,05
20,62,90,0,75,31,25,0,1,1,1,1,16,1,05
24,56,90,0,0,0,0,0,1,1,11,1,19,2,05
170,65,20,0,0,0,0,0,1,1,0,1,16,1,05
184,63,20,0,68,25,20,0,1,1,1,1,16,2,05
6,75,300,0,0,0,0,0,1,1,0,1,19,1,05
12,68,300,0,0,0,0,0,1,1,0,1,19,2,05
104,71,200,22,178,103,60,0,1,0,10,1,24,1,05
187,37,170,28,105,62,20,2,2,1,1,1,18,2,05
151,15,170,28,0,0,0,2,2,1,0,2,10,2,05
158,12,170,28,0,0,0,0,2,1,0,2,9,1,05
60,73,70,0,0,0,0,0,1,1,0,1,21,2,05
77,82,70,0,0,0,0,0,1,2,0,1,18,1,05
92,71,70,0,0,0,0,0,1,2,0,1,15,2,05
107,74,100,0,0,0,0,0,1,2,0,1,19,2,05
219,52,3,16,54,16,10,0,1,1,1,1,19,2,05
77,49,3,0,94,55,1,0,1,1,10,1,23,1,05
75,58,60,66,0,0,0,0,1,2,0,1,18,2,05
28,93,20,0,0,0,0,0,1,0,0,1,19,2,05
53,65,3,0,90,49,10,0,1,1,1,1,19,2,05
47,76,3,0,0,0,0,0,1,1,0,1,18,2,05
55,9,3,0,0,0,0,0,1,1,0,2,6,2,05
9,38,3,0,94,49,30,0,1,1,1,1,19,1,05
16,36,3,0,0,0,0,2,1,1,0,2,18,2,05
4,18,3,0,172,103,30,2,1,1,1,2,14,2,05
16,15,3,0,0,0,0,2,1,1,0,2,13,2,05
25,11,3,0,0,0,0,0,1,1,0,2,9,1,05
44,49,100,0,86,37,50,0,1,1,1,1,19,1,05
34,53,100,0,84,43,13,0,1,1,1,1,20,2,05
34,63,20,42,0,0,0,0,1,0,0,1,16,2,05
507,34,3,0,49,13,15,0,1,2,1,1,21,1,05
456,34,3,0,82,34,45,2,1,2,1,1,22,2,05
318,13,3,0,0,0,0,0,1,2,0,2,8,1,05
69,69,3,0,0,0,0,0,1,2,0,1,19,2,05
99,69,3,0,0,0,0,0,1,2,0,1,20,1,05
85,43,70,12,220,128,15,0,1,1,1,1,17,1,05
62,21,70,12,0,0,0,2,1,1,0,1,16,2,05
95,70,70,12,0,0,0,0,1,1,0,1,16,2,05
67,23,3,86,109,67,15,2,1,1,1,1,21,2,05
130,28,60,0,0,0,0,2,1,1,11,1,16,2,05
144,8,60,0,0,0,0,0,1,1,0,2,5,2,05
143,5,60,0,0,0,0,0,1,1,0,2,3,2,05
72,68,150,0,0,0,0,0,2,1,0,1,16,2,05
88,66,150,0,0,0,0,0,2,1,0,1,20,2,05
121,86,150,0,0,0,0,0,2,1,0,1,10,2,05
80,82,90,0,0,0,0,0,1,1,0,1,19,2,05
22,67,80,62,0,0,0,0,1,2,0,1,11,1,05
53,61,80,62,70,31,2,0,1,2,1,1,17,2,05
101,63,80,0,0,0,0,0,1,1,0,1,21,2,05
96,63,80,0,0,0,0,0,1,1,11,1,19,1,05
122,87,80,0,0,0,0,0,1,1,0,1,20,2,05
233,30,160,0,180,109,10,2,1,1,1,1,21,2,05
63,29,160,0,72,28,25,0,1,1,1,1,21,1,05
80,2,160,0,0,0,0,0,1,1,0,0,0,1,05
58,75,100,0,0,0,0,0,1,2,0,1,16,2,05
68,78,100,0,168,103,10,0,1,2,1,1,16,1,05
95,72,3,0,0,0,0,0,1,2,0,1,19,1,05
122,76,3,0,84,40,25,0,1,2,1,1,21,2,05
257,43,3,0,0,0,0,2,1,1,0,1,16,2,05
192,48,3,0,76,31,30,0,1,1,1,1,17,1,05
187,17,3,0,163,100,15,2,1,1,1,2,14,2,05
351,63,70,0,0,0,0,0,1,0,0,1,16,2,05
172,58,130,0,77,34,20,0,1,1,1,1,16,2,05
179,60,130,0,86,41,30,0,1,1,1,1,16,1,05
117,27,130,0,150,91,40,2,1,1,1,1,22,2,05
116,30,130,0,134,82,50,0,1,1,1,1,21,1,05
56,57,3,0,0,0,0,0,1,1,0,1,18,2,05
40,53,3,0,77,37,8,0,1,1,1,1,16,1,05
38,69,120,0,76,37,1,0,1,1,1,1,17,2,05
56,32,120,0,88,48,1,2,1,1,1,1,18,2,05
64,12,120,0,0,0,0,0,1,1,0,2,9,2,05
64,10,120,0,0,0,0,0,1,1,0,2,7,2,05
57,9,120,0,0,0,0,0,1,1,0,2,6,1,05
64,7,120,0,0,0,0,0,1,1,0,2,4,2,05
87,38,120,0,0,0,0,0,1,1,0,1,17,1,05
65,23,3,20,117,78,2,2,1,1,1,2,19,2,05
86,64,3,0,106,59,40,0,1,1,1,1,20,2,05
91,71,3,0,0,0,0,0,1,1,11,1,24,1,05
133,66,3,0,0,0,0,0,1,2,0,1,16,1,05
93,74,20,0,0,0,0,0,1,1,0,1,24,1,05
100,75,20,0,0,0,0,0,1,1,0,1,21,2,05
92,60,170,0,0,0,0,0,1,2,0,2,23,2,05
81,57,170,0,38,7,20,0,1,2,1,2,21,1,05
231,10,170,0,0,0,0,0,1,2,0,2,7,2,05
18,60,3,0,0,0,0,0,1,1,0,1,18,2,05
313,64,300,0,0,0,0,0,3,1,0,1,19,1,05
319,65,300,0,0,0,0,0,3,1,0,1,20,2,05
64,53,500,0,203,119,20,0,1,1,1,1,16,1,05
107,20,500,0,0,0,0,2,1,1,0,1,14,2,05
126,22,500,0,98,55,20,0,1,1,1,1,16,1,05
15,24,90,0,84,43,10,2,1,1,1,1,21,2,05
17,31,90,0,84,37,40,0,1,1,1,1,21,1,05
20,1,90,0,0,0,0,0,1,1,0,0,0,2,05
118,60,180,0,85,40,30,0,1,1,1,1,21,2,05
189,14,180,0,0,0,0,0,1,1,0,3,12,1,05
123,62,180,0,97,49,45,0,1,1,1,1,22,2,05
142,37,3,0,112,67,30,0,1,1,1,1,21,1,05
40,51,130,0,0,0,0,0,1,1,0,1,20,1,05
108,80,240,0,0,0,0,0,1,2,0,1,13,1,05
284,67,50,0,0,0,0,0,1,1,0,1,21,1,05
407,64,50,0,97,55,15,0,1,1,1,1,21,2,05
100,24,3,38,0,0,0,2,1,1,0,1,16,2,05
86,6,3,38,0,0,0,0,1,1,0,2,2,1,05
87,5,3,38,0,0,0,0,1,1,0,1,1,1,05
117,40,3,0,106,61,30,0,1,1,1,1,20,1,05
153,35,3,0,94,52,15,2,1,1,1,1,18,2,05
62,48,3,0,0,0,0,2,1,1,0,1,19,2,05
66,34,3,0,92,52,7,0,1,1,1,1,16,1,05
67,0,3,0,0,0,0,0,1,1,0,0,0,1,05
55,64,140,0,0,0,0,0,1,2,0,1,21,1,05
46,63,140,0,0,0,0,0,1,2,0,1,19,2,05
94,16,140,0,0,0,0,2,1,2,0,3,13,2,05
55,33,3,0,94,52,15,0,1,1,1,1,24,1,05
72,32,3,0,94,52,15,2,1,1,1,1,24,2,05
26,5,3,0,0,0,0,0,1,1,0,3,2,2,05
24,3,3,0,0,0,0,0,1,1,0,3,1,2,05
63,75,3,28,0,0,0,0,1,2,0,1,18,2,05
54,47,60,0,98,55,20,2,1,1,1,1,21,2,05
43,12,60,0,0,0,0,0,1,1,0,2,9,2,05
149,80,130,0,0,0,0,0,1,1,0,1,21,1,05
128,82,130,0,0,0,0,0,1,1,0,1,19,2,05
33,58,3,60,0,0,0,0,1,0,0,1,15,1,05
12,71,20,0,94,55,2,0,1,1,1,1,18,2,05
764,33,3,12,92,49,20,0,1,1,1,1,16,1,05
894,25,3,12,92,49,20,2,1,1,1,1,17,2,05
55,33,3,28,88,49,2,2,1,2,1,2,19,2,05
51,39,3,28,66,25,10,0,1,2,1,1,18,1,05
103,5,3,28,0,0,0,0,1,2,0,2,3,2,05
26,1,3,28,0,0,0,0,1,2,0,0,0,1,05
79,15,3,28,0,0,0,0,1,2,0,2,11,1,05
79,13,3,28,0,0,0,0,1,2,0,2,10,1,05
77,10,3,28,0,0,0,0,1,2,0,2,6,1,05
47,55,150,0,0,0,0,0,1,2,0,1,21,2,05
54,55,150,0,65,22,20,0,1,2,1,1,21,1,05
101,29,3,0,0,0,0,2,1,1,11,2,21,2,05
98,28,3,0,87,46,10,0,1,1,1,1,20,1,05
60,6,3,0,0,0,0,0,1,1,0,2,2,1,05
39,65,30,0,83,43,5,0,1,1,1,1,19,1,05
46,62,30,0,101,55,35,0,1,1,1,1,22,2,05
35,93,30,0,0,0,0,0,1,1,0,1,11,1,05
50,86,30,0,0,0,0,0,1,1,0,1,11,2,05
127,67,3,0,0,0,0,0,1,0,0,1,16,1,05
138,70,3,0,0,0,0,0,1,0,0,1,16,2,05
203,55,50,0,78,37,10,0,1,1,1,1,14,1,05
117,51,50,0,0,0,0,0,1,1,0,1,14,2,05
184,32,50,0,0,0,0,2,1,1,0,1,17,2,05
150,14,50,0,0,0,0,0,1,1,0,2,10,2,05
156,11,50,0,0,0,0,0,1,1,0,2,8,1,05
55,46,210,0,101,61,5,2,1,1,1,1,21,2,05
42,45,210,0,96,55,10,0,1,1,1,1,21,1,05
89,17,210,0,77,37,5,0,1,1,1,2,15,1,05
33,68,3,0,0,0,0,0,1,2,0,1,13,1,05
46,65,3,0,0,0,0,0,1,2,0,1,17,2,05
45,66,3,0,0,0,0,0,1,1,0,1,19,1,05
42,64,3,0,81,34,40,0,1,1,1,1,19,2,05
42,67,3,0,89,49,6,0,1,2,1,1,16,2,05
34,67,3,0,92,49,20,0,1,2,1,1,16,1,05
116,34,110,0,84,43,10,0,2,2,1,1,16,1,05
124,14,110,0,0,0,0,0,2,2,0,2,11,1,05
48,19,110,0,71,31,8,0,2,2,1,2,18,1,05
87,16,110,0,0,0,0,2,2,2,0,2,12,2,05
57,56,110,0,0,0,0,0,2,2,0,1,17,2,05
129,63,80,0,0,0,0,0,1,1,0,1,20,2,05
139,53,80,0,0,0,0,0,1,1,0,1,20,1,05
85,64,3,0,78,37,10,0,1,1,1,1,16,1,05
81,58,3,0,83,43,5,0,1,1,1,1,16,2,05
22,30,3,0,98,55,20,2,1,1,1,1,21,2,05
24,35,3,0,0,0,0,0,1,1,0,1,13,1,05
10,10,3,0,0,0,0,0,1,1,0,2,8,2,05
10,6,3,0,0,0,0,0,1,1,0,2,1,2,05
10,47,3,0,0,0,0,2,1,1,11,1,23,2,05
5,46,3,0,0,0,0,2,1,1,0,1,13,2,05
21,70,3,0,0,0,0,0,1,1,11,1,21,1,05
13,68,3,0,0,0,0,0,1,1,0,1,14,2,05
19,60,3,68,75,35,8,0,2,0,1,1,1,1,05
10,43,3,0,0,0,0,0,1,0,0,1,15,1,05
52,47,3,0,97,46,60,2,1,1,1,1,21,2,05
78,44,3,0,229,133,15,0,1,1,1,1,21,1,05
95,55,3,7,65,25,5,0,1,0,1,1,20,1,05
68,53,80,0,130,79,60,0,1,1,1,1,16,1,05
55,41,40,0,95,55,8,0,1,1,1,1,21,1,05
52,41,40,0,106,67,2,2,1,1,1,1,21,2,05
62,11,40,0,0,0,0,0,1,1,0,3,8,2,05
65,6,40,0,0,0,0,0,1,1,0,3,3,1,05
24,93,40,0,0,0,0,0,1,1,0,1,16,2,05
89,55,40,0,83,40,20,0,1,0,1,1,16,1,05
89,53,40,0,85,40,30,0,1,0,1,1,16,2,05
59,31,3,0,49,13,15,2,1,0,1,1,20,2,05
34,7,3,0,0,0,0,0,1,0,0,2,5,1,05
35,4,3,0,0,0,0,0,1,0,0,2,2,1,05
81,37,100,101,0,0,0,2,1,2,0,1,17,2,05
102,2,100,101,0,0,0,0,1,2,0,0,0,2,05
119,73,150,0,0,0,0,0,1,1,0,1,20,1,05
207,72,150,0,0,0,0,0,1,1,0,1,19,2,05
47,93,180,0,0,0,0,0,1,0,0,1,19,2,05
20,35,3,40,0,0,0,0,1,2,0,1,16,1,05
52,50,350,0,67,25,15,0,1,2,1,1,17,1,05
68,49,350,0,94,52,15,2,1,2,1,1,16,2,05
25,45,60,0,0,0,0,2,1,1,0,1,16,2,05
39,51,60,0,94,49,30,0,1,1,1,1,22,1,05
39,9,60,0,0,0,0,0,1,1,0,3,6,2,05
62,56,30,0,0,0,0,0,1,2,0,1,21,2,05
43,55,30,0,122,79,20,0,1,2,12,1,21,1,05
59,20,30,0,93,49,25,0,1,2,1,1,16,1,05
147,64,3,0,0,0,0,0,1,1,0,1,12,1,05
183,61,3,0,0,0,0,0,1,1,0,1,17,2,05
32,49,3,0,93,52,12,2,1,1,1,1,17,2,05
38,51,3,0,115,73,17,0,1,1,1,1,16,1,05
73,17,3,0,0,0,0,2,1,1,0,2,14,2,05
48,10,3,0,0,0,0,0,1,1,0,2,8,2,05
77,76,3,64,0,0,0,0,1,0,0,1,10,2,05
74,69,3,0,0,0,0,0,1,2,0,1,16,1,05
170,69,3,77,0,0,0,0,1,1,0,1,14,2,05
57,41,3,0,93,49,25,2,1,2,1,1,19,2,05
59,49,3,0,88,43,30,0,1,2,1,1,16,1,05
61,13,3,0,0,0,0,0,1,2,0,2,10,2,05
85,72,170,0,0,0,0,0,1,0,0,1,13,1,05
