PWGTP,AGEP,GASP,GRPIP,JWAP,JWDP,JWMNP,FER,HHL,HISPEED,JWTRNS,SCH,SCHL,SEX,state
152,31,3,30,0,0,0,0,1,1,11,1,18,1,05
138,67,130,0,160,100,2,0,1,1,1,1,16,2,05
138,62,130,0,85,43,15,0,1,1,1,1,11,1,05
134,30,3,10,114,70,25,2,1,1,1,1,16,2,05
129,49,3,10,105,61,25,0,1,1,1,1,16,1,05
125,9,3,10,0,0,0,0,1,1,0,1,1,1,05
49,40,3,0,59,17,20,0,1,2,1,1,17,1,05
18,31,3,0,92,49,20,2,1,2,1,3,16,2,05
29,22,3,17,82,37,30,2,1,2,1,1,18,2,05
68,26,3,17,148,91,30,0,1,2,1,1,16,1,05
58,2,3,17,0,0,0,0,1,2,0,0,0,2,05
18,41,200,0,0,0,0,0,1,2,0,1,15,1,05
15,70,200,0,136,85,30,0,1,2,1,1,11,1,05
29,53,180,0,82,37,30,0,1,2,1,1,14,2,05
144,64,30,0,78,37,10,0,1,2,1,1,16,1,05
69,41,80,0,0,0,0,0,1,1,0,1,21,1,05
76,39,80,0,87,43,25,2,1,1,1,1,22,2,05
66,13,80,0,0,0,0,0,1,1,0,2,9,2,05
66,9,80,0,0,0,0,0,1,1,0,2,5,2,05
66,33,3,19,234,133,40,0,1,1,1,1,18,1,05
61,32,3,19,90,43,40,2,1,1,1,1,16,2,05
41,10,3,19,0,0,0,0,1,1,0,2,7,2,05
41,6,3,19,0,0,0,0,1,1,0,2,3,2,05
41,6,3,19,0,0,0,0,1,1,0,2,3,2,05
83,52,60,0,0,0,0,0,1,1,0,1,14,2,05
68,27,60,0,0,0,0,2,1,1,0,2,19,2,05
75,8,60,0,0,0,0,0,1,1,0,2,4,2,05
75,6,60,0,0,0,0,0,1,1,0,2,1,2,05
69,26,60,0,189,113,10,2,1,1,1,1,16,2,05
39,6,60,0,0,0,0,0,1,1,0,2,1,1,05
92,4,60,0,0,0,0,0,1,1,0,2,1,2,05
239,52,40,23,70,28,15,0,1,1,1,1,17,1,05
271,51,40,23,86,43,20,0,1,1,1,1,17,2,05
479,17,40,23,0,0,0,0,1,1,0,2,14,1,05
225,10,40,23,0,0,0,0,1,1,0,2,7,2,05
271,17,40,23,0,0,0,2,1,1,0,2,13,2,05
19,35,3,0,0,0,0,0,1,2,0,1,11,1,05
17,40,3,0,0,0,0,2,1,2,0,1,17,2,05
15,12,3,0,0,0,0,0,1,2,0,2,9,2,05
24,42,3,0,0,0,0,2,1,1,0,3,20,2,05
19,40,3,0,68,22,35,0,1,1,1,1,11,1,05
12,15,3,0,0,0,0,2,1,1,0,2,12,2,05
12,10,3,0,0,0,0,0,1,1,0,2,7,1,05
15,7,3,0,0,0,0,0,1,1,0,2,4,2,05
65,64,3,0,0,0,0,0,1,1,0,1,20,1,05
60,72,280,0,0,0,0,0,1,1,0,1,21,1,05
81,62,280,0,97,55,15,0,1,1,1,1,20,2,05
55,65,3,0,0,0,0,0,1,1,0,1,16,2,05
54,68,3,0,0,0,0,0,1,1,0,1,14,1,05
54,81,30,0,0,0,0,0,1,2,0,1,16,1,05
50,81,30,0,0,0,0,0,1,2,0,1,16,2,05
110,52,3,4,86,43,20,0,5,0,1,1,24,1,05
113,93,360,0,0,0,0,0,1,0,0,1,18,2,05
73,81,50,0,0,0,0,0,1,1,0,1,17,2,05
91,47,50,0,0,0,0,0,1,1,0,1,16,1,05
43,85,3,0,0,0,0,0,1,1,0,1,16,1,05
45,80,3,0,0,0,0,0,1,1,0,1,18,2,05
25,52,3,0,92,49,20,0,1,1,1,1,16,1,05
34,77,3,0,0,0,0,0,1,2,0,1,16,1,05
24,72,3,0,0,0,0,0,1,2,0,1,17,2,05
33,68,100,0,0,0,0,0,1,1,0,1,16,2,05
57,44,100,0,136,83,45,0,1,1,2,1,16,1,05
118,31,100,0,144,91,10,2,1,1,1,1,21,2,05
62,14,100,0,0,0,0,0,1,1,0,2,11,1,05
60,2,100,0,0,0,0,0,1,1,0,0,0,2,05
102,47,3,0,68,21,40,0,1,1,1,1,16,1,05
101,37,3,0,0,0,0,2,1,1,0,1,15,2,05
167,17,3,0,0,0,0,0,1,1,0,2,14,1,05
166,15,3,0,0,0,0,0,1,1,0,2,11,1,05
172,71,3,0,84,43,10,0,2,0,1,1,19,1,05
166,27,3,0,186,112,10,2,2,0,1,1,16,2,05
165,22,3,0,105,65,5,1,2,0,1,1,19,2,05
258,3,3,0,0,0,0,0,2,0,0,1,1,1,05
119,61,3,0,0,0,0,0,2,0,0,1,16,2,05
94,62,3,0,84,33,60,0,2,0,1,1,19,1,05
175,43,40,0,93,52,10,0,1,1,1,1,21,1,05
136,36,40,0,0,0,0,2,1,1,0,2,21,2,05
152,11,40,0,0,0,0,0,1,1,0,2,8,1,05
152,10,40,0,0,0,0,0,1,1,0,2,6,1,05
152,8,40,0,0,0,0,0,1,1,0,2,5,1,05
186,32,3,34,0,0,0,1,1,1,0,1,17,2,05
161,13,3,34,0,0,0,0,1,1,0,2,11,2,05
161,6,3,34,0,0,0,0,1,1,0,2,3,2,05
172,0,3,34,0,0,0,0,1,1,0,0,0,2,05
42,36,3,0,0,0,0,0,1,1,0,1,19,1,05
71,29,3,0,175,107,5,2,1,1,1,1,16,2,05
204,85,50,0,0,0,0,0,1,1,0,1,13,2,05
144,52,50,0,0,0,0,0,1,1,0,1,16,1,05
45,53,50,0,47,13,5,0,1,1,1,1,20,1,05
89,51,50,0,95,55,5,0,1,1,1,1,21,2,05
62,19,50,0,167,103,5,0,1,1,1,3,19,1,05
69,55,3,8,65,25,5,0,1,1,1,1,18,1,05
117,66,3,8,0,0,0,0,1,1,0,1,21,2,05
235,37,200,0,68,25,20,2,1,1,1,1,19,2,05
215,41,200,0,103,61,15,0,1,1,1,1,21,1,05
197,8,200,0,0,0,0,0,1,1,0,2,4,2,05
246,4,200,0,0,0,0,0,1,1,0,2,2,1,05
55,44,3,0,88,43,30,0,1,1,1,1,22,1,05
60,43,3,0,0,0,0,2,1,1,0,1,21,2,05
48,18,3,0,0,0,0,2,1,1,0,2,14,2,05
34,15,3,0,0,0,0,0,1,1,0,3,10,1,05
59,85,120,0,0,0,0,0,1,1,0,1,19,1,05
39,85,120,0,0,0,0,0,1,1,0,1,16,2,05
18,60,3,0,0,0,0,0,1,1,0,1,18,1,05
18,51,3,0,88,46,15,0,1,1,1,1,20,2,05
55,15,3,0,0,0,0,2,1,1,0,2,12,2,05
232,20,90,20,88,43,30,0,1,1,1,1,16,1,05
157,19,90,20,0,0,0,2,1,1,0,2,19,2,05
124,32,3,0,90,43,40,1,1,2,1,1,19,2,05
29,29,3,0,97,49,45,0,1,2,1,1,19,1,05
63,7,3,0,0,0,0,0,1,2,0,2,4,1,05
40,0,3,0,0,0,0,0,1,2,0,0,0,1,05
80,65,3,101,0,0,0,0,1,2,0,1,16,2,05
77,64,110,0,0,0,0,0,1,1,0,1,19,1,05
57,64,110,0,0,0,0,0,1,1,0,1,20,2,05
63,54,3,0,0,0,0,0,1,2,0,1,21,2,05
67,53,3,0,115,73,15,0,1,2,1,1,23,1,05
53,69,40,0,0,0,0,0,1,2,0,1,16,1,05
59,70,40,0,0,0,0,0,1,2,0,1,16,2,05
46,48,160,101,197,116,20,2,1,0,1,1,16,2,05
13,63,3,0,0,0,0,0,1,1,0,1,16,1,05
16,62,3,0,0,0,0,0,1,1,0,1,16,2,05
6,32,3,0,0,0,0,0,1,1,0,1,6,1,05
108,51,20,0,0,0,0,0,3,1,0,1,21,1,05
102,45,20,0,91,49,15,2,3,1,1,1,16,2,05
51,20,20,0,121,79,15,0,3,1,1,2,19,1,05
88,14,20,0,0,0,0,0,3,1,0,2,12,1,05
56,73,20,0,0,0,0,0,3,1,0,1,16,1,05
56,70,20,0,0,0,0,0,3,1,0,1,10,2,05
30,65,3,0,0,0,0,0,1,2,0,1,16,1,05
28,63,3,0,0,0,0,0,1,2,0,1,16,2,05
65,36,3,23,105,64,10,0,1,1,1,1,21,1,05
52,77,100,0,0,0,0,0,1,1,0,1,16,1,05
63,68,100,0,0,0,0,0,1,1,0,1,21,2,05
85,19,100,0,0,0,0,0,1,1,0,2,19,1,05
52,20,100,0,73,31,15,2,1,1,1,1,19,2,05
172,22,3,12,98,52,35,2,1,1,1,2,21,2,05
150,24,3,12,94,49,30,0,1,1,1,1,20,1,05
15,61,3,0,0,0,0,0,1,0,0,1,16,1,05
24,64,3,0,0,0,0,0,1,0,0,1,14,2,05
13,89,460,0,0,0,0,0,1,1,0,1,21,1,05
4,64,460,0,0,0,0,0,1,1,0,1,21,1,05
67,48,3,50,66,23,20,0,1,2,1,1,14,1,05
41,48,3,50,0,0,0,2,1,2,0,1,10,2,05
45,28,3,22,106,61,30,2,1,1,1,2,21,2,05
146,75,70,0,0,0,0,0,1,1,0,1,19,1,05
74,76,3,31,0,0,0,0,1,1,0,1,17,2,05
47,75,3,0,122,43,144,0,1,1,1,1,16,1,05
37,80,3,0,0,0,0,0,1,1,0,1,16,2,05
80,44,3,0,112,43,144,0,1,1,1,1,20,1,05
106,65,30,0,0,0,0,0,1,1,0,1,21,1,05
199,73,3,0,0,0,0,0,1,1,0,1,5,2,05
156,75,3,0,0,0,0,0,1,1,0,1,16,1,05
79,48,50,0,108,61,40,0,1,1,1,1,23,1,05
77,49,50,0,87,48,2,2,1,1,1,1,21,2,05
98,18,50,0,0,0,0,0,1,1,0,2,14,1,05
57,16,50,0,0,0,0,2,1,1,0,2,13,2,05
64,14,50,0,0,0,0,0,1,1,0,2,10,1,05
69,51,40,0,78,37,10,0,1,1,1,1,21,2,05
89,50,40,0,56,17,5,0,1,1,1,1,16,1,05
73,17,40,0,0,0,0,2,1,1,0,2,14,2,05
110,15,40,0,0,0,0,0,1,1,0,2,12,1,05
94,64,1600,0,0,0,0,0,1,2,0,1,16,2,05
194,45,1600,0,0,0,0,2,1,2,0,1,16,2,05
111,64,1600,0,0,0,0,0,1,2,0,1,16,2,05
112,64,1600,0,0,0,0,0,1,2,0,1,16,2,05
209,10,1600,0,0,0,0,0,1,2,0,1,7,2,05
110,64,1600,0,0,0,0,0,1,2,0,1,16,2,05
41,24,40,0,63,19,25,2,1,1,1,1,20,2,05
56,27,40,0,94,49,30,0,1,1,1,1,16,1,05
8,36,130,0,79,31,45,2,1,1,1,1,20,2,05
8,42,130,0,86,43,20,0,1,1,1,1,12,1,05
16,15,130,0,0,0,0,2,1,1,0,2,11,2,05
17,11,130,0,0,0,0,0,1,1,0,2,8,2,05
7,58,3,0,220,125,45,0,1,2,1,1,18,1,05
103,48,10,0,80,37,20,0,1,2,1,1,18,1,05
82,22,10,0,98,55,20,0,1,2,1,1,16,1,05
103,18,10,0,194,115,20,0,1,2,1,2,16,1,05
35,69,40,0,0,0,0,0,1,2,11,1,17,2,05
52,51,40,0,97,55,15,0,1,2,1,1,16,1,05
125,76,3,0,0,0,0,0,1,1,0,1,17,2,05
144,57,3,0,0,0,0,0,1,1,0,1,13,2,05
91,82,3,0,0,0,0,0,1,1,0,1,16,1,05
85,79,3,0,0,0,0,0,1,1,0,1,22,2,05
139,40,90,0,85,43,15,0,1,1,1,1,18,1,05
107,42,90,0,82,40,15,2,1,1,1,1,21,2,05
103,16,90,0,0,0,0,2,1,1,0,2,12,2,05
120,11,90,0,0,0,0,0,1,1,0,2,7,1,05
22,49,3,0,45,12,5,0,1,1,1,1,22,1,05
114,54,3,62,0,0,0,0,1,1,0,1,20,2,05
80,43,3,62,0,0,0,2,1,1,0,1,17,2,05
118,47,150,0,0,0,0,0,1,0,0,1,16,1,05
221,57,3,0,0,0,0,0,1,1,0,1,16,2,05
168,28,3,14,0,0,0,2,1,1,0,1,18,2,05
233,29,3,14,64,19,30,0,1,1,1,1,16,1,05
223,11,3,14,0,0,0,0,1,1,0,2,9,1,05
105,22,3,14,62,17,35,0,1,1,1,1,14,1,05
481,31,3,35,0,0,0,2,1,0,0,1,12,2,05
472,38,3,35,0,0,0,0,1,0,0,1,17,1,05
451,8,3,35,0,0,0,0,1,0,0,2,5,1,05
832,4,3,35,0,0,0,0,1,0,0,2,1,1,05
60,25,3,35,79,40,4,0,1,1,1,1,13,1,05
46,33,3,35,0,0,0,2,1,1,0,1,21,2,05
122,5,3,35,0,0,0,0,1,1,0,2,2,2,05
66,1,3,35,0,0,0,0,1,1,0,0,0,2,05
50,47,30,0,78,37,10,2,1,1,1,1,20,2,05
79,47,30,0,85,43,15,0,1,1,12,1,21,1,05
95,21,30,0,168,103,10,2,1,1,1,2,19,2,05
84,18,30,0,0,0,0,0,1,1,0,2,16,1,05
75,17,30,0,86,43,20,0,1,1,1,2,14,1,05
56,15,30,0,0,0,0,2,1,1,0,2,12,2,05
65,13,30,0,0,0,0,0,1,1,0,2,10,2,05
4,72,90,0,89,45,25,0,1,1,1,1,19,1,05
5,72,90,0,0,0,0,0,1,1,0,1,16,2,05
59,78,220,0,0,0,0,0,1,1,0,1,22,2,05
78,78,1600,101,0,0,0,0,1,0,0,2,14,2,05
134,60,3,0,0,0,0,0,1,2,11,1,19,2,05
29,60,160,0,78,37,10,0,1,0,1,1,16,2,05
137,17,160,0,0,0,0,0,1,0,0,2,14,1,05
157,15,160,0,0,0,0,2,1,0,0,2,13,2,05
79,37,160,0,90,49,12,2,1,0,1,1,16,2,05
106,25,3,21,81,40,10,0,1,1,1,1,21,1,05
306,29,40,0,96,55,10,2,1,1,1,1,22,2,05
30,71,3,0,0,0,0,0,1,0,0,1,18,1,05
30,39,3,0,78,35,20,2,1,2,1,1,21,2,05
35,14,3,0,0,0,0,0,1,2,0,3,11,1,05
25,14,3,0,0,0,0,0,1,2,0,2,10,2,05
100,33,60,0,114,73,12,0,1,1,1,1,19,1,05
100,26,60,0,90,49,10,2,1,1,1,3,21,2,05
98,9,60,0,0,0,0,0,1,1,0,2,7,1,05
50,62,40,0,0,0,0,0,1,1,0,1,19,2,05
62,65,40,0,0,0,0,0,1,1,0,1,19,1,05
202,56,3,0,0,0,0,0,1,0,0,1,16,2,05
520,24,3,18,104,61,20,2,1,1,1,1,15,2,05
633,25,3,18,104,61,20,0,1,1,1,1,16,1,05
414,7,3,18,0,0,0,0,1,1,0,2,3,2,05
414,5,3,18,0,0,0,0,1,1,0,2,2,2,05
288,44,3,28,97,55,15,2,1,2,1,1,16,2,05
309,34,3,28,0,0,0,1,1,2,0,1,18,2,05
320,18,3,28,103,52,60,2,1,2,1,1,15,2,05
117,16,3,28,71,28,20,2,1,2,1,2,12,2,05
345,46,3,28,0,0,0,2,1,2,0,1,15,2,05
129,40,70,0,93,49,25,2,1,1,1,1,21,2,05
140,39,70,0,93,52,10,0,1,1,1,1,21,1,05
154,11,70,0,0,0,0,0,1,1,0,2,8,1,05
154,7,70,0,0,0,0,0,1,1,0,2,4,1,05
30,85,40,0,0,0,0,0,1,2,0,1,10,2,05
175,71,20,0,0,0,0,0,1,1,0,1,16,1,05
118,52,20,0,67,25,15,0,1,1,1,1,16,1,05
22,78,20,0,0,0,0,0,1,1,0,1,21,2,05
75,55,20,0,0,0,0,0,1,1,0,1,16,1,05
52,22,3,28,158,97,20,0,1,1,1,1,18,1,05
30,20,3,28,193,115,16,2,1,1,1,1,16,2,05
30,74,100,0,0,0,0,0,1,1,0,1,19,2,05
51,25,100,0,0,0,0,2,1,1,0,1,16,2,05
65,72,20,0,0,0,0,0,1,2,0,1,16,2,05
61,53,3,0,0,0,0,0,1,2,0,1,1,2,05
63,53,3,0,81,40,10,0,1,2,1,1,16,1,05
244,53,3,0,0,0,0,0,1,2,0,1,19,2,05
57,57,3,0,0,0,0,0,1,1,0,1,21,2,05
85,53,3,0,0,0,0,0,1,1,0,1,14,1,05
61,26,3,0,0,0,0,2,2,0,11,1,16,2,05
99,33,3,0,0,0,0,0,2,0,11,1,16,1,05
131,6,3,0,0,0,0,0,2,0,0,2,3,1,05
127,3,3,0,0,0,0,0,2,0,0,1,1,1,05
106,2,3,0,0,0,0,0,2,0,0,0,0,2,05
41,69,3,0,0,0,0,0,1,2,0,1,22,2,05
39,46,60,0,85,43,15,2,1,1,1,1,16,2,05
32,40,60,0,100,55,30,0,1,1,1,1,22,1,05
52,22,60,0,106,61,30,2,1,1,1,1,16,2,05
30,9,60,0,0,0,0,0,1,1,0,2,5,1,05
30,7,60,0,0,0,0,0,1,1,0,2,4,1,05
62,50,3,20,80,34,35,0,1,1,1,1,16,1,05
53,59,3,20,0,0,0,0,1,1,0,1,20,2,05
9,60,170,0,0,0,0,0,1,2,0,1,21,2,05
23,72,170,0,89,49,7,0,1,2,1,1,18,1,05
19,46,50,0,0,0,0,2,1,1,0,1,21,2,05
22,51,50,0,73,25,45,0,1,1,1,1,20,1,05
31,18,50,0,0,0,0,0,1,1,0,2,16,1,05
42,14,50,0,0,0,0,0,1,1,0,2,12,1,05
31,58,3,0,84,42,15,0,1,2,1,1,16,1,05
30,55,3,0,89,47,15,0,1,2,1,2,21,2,05
140,27,3,58,84,37,40,2,1,1,1,1,21,2,05
183,29,3,58,0,0,0,0,1,1,0,1,19,1,05
8,68,200,0,0,0,0,0,1,1,0,1,16,1,05
14,67,200,0,0,0,0,0,1,1,0,1,16,2,05
62,93,3,0,0,0,0,0,3,1,0,1,19,2,05
41,93,3,0,0,0,0,0,3,1,0,1,18,2,05
51,41,3,0,105,66,2,2,3,1,10,1,18,2,05
42,93,3,0,0,0,0,0,3,1,0,1,18,2,05
42,93,3,0,0,0,0,0,3,1,0,1,18,2,05
141,71,40,0,0,0,0,0,1,1,0,1,21,1,05
15,76,3,0,0,0,0,0,1,1,0,1,21,2,05
16,70,3,0,0,0,0,0,1,1,0,1,22,1,05
77,65,10,41,0,0,0,0,1,0,0,1,16,2,05
50,41,10,41,0,0,0,2,1,0,0,1,13,2,05
80,36,10,41,78,37,10,0,1,0,1,1,21,1,05
26,16,10,41,0,0,0,2,1,0,0,2,13,2,05
28,6,10,41,0,0,0,0,1,0,0,2,4,1,05
136,49,30,0,103,55,45,0,1,1,1,1,14,1,05
71,41,30,0,67,25,15,2,1,1,1,1,16,2,05
31,15,30,0,0,0,0,2,1,1,0,2,11,2,05
115,70,30,0,0,0,0,0,1,1,0,1,17,2,05
75,45,3,0,0,0,0,2,1,2,0,1,16,2,05
36,52,20,17,115,76,3,0,1,1,1,1,12,2,05
35,35,20,17,81,41,5,0,1,1,1,1,19,1,05
24,27,20,17,0,0,0,2,1,1,0,1,16,2,05
137,28,20,0,90,47,20,0,3,1,1,1,21,1,05
170,28,20,0,243,135,25,2,3,1,1,1,20,2,05
131,3,20,0,0,0,0,0,3,1,0,3,2,2,05
194,51,50,15,26,5,20,0,1,1,1,1,20,2,05
182,21,50,15,98,55,20,0,1,1,1,1,17,1,05
107,69,50,0,0,0,0,0,1,2,0,1,17,2,05
155,53,390,98,0,0,0,0,1,1,0,1,21,1,05
82,69,3,0,0,0,0,0,1,2,0,1,19,2,05
43,42,3,0,0,0,0,2,1,2,0,1,21,2,05
424,45,3,0,187,107,60,0,1,1,1,1,16,1,05
481,44,3,0,0,0,0,2,1,1,11,1,21,2,05
413,20,3,0,0,0,0,0,1,1,0,2,19,1,05
525,16,3,0,0,0,0,0,1,1,0,2,13,1,05
83,48,3,38,0,0,0,2,1,1,0,1,10,2,05
177,24,3,38,94,43,60,2,1,1,1,1,19,2,05
242,56,50,0,0,0,0,0,1,0,0,1,16,2,05
297,63,50,0,0,0,0,0,1,0,0,1,11,1,05
59,35,50,0,0,0,0,0,1,0,0,1,14,1,05
87,28,50,0,0,0,0,2,1,0,0,1,16,2,05
196,66,3,51,0,0,0,0,1,0,0,1,19,2,05
168,55,3,0,127,80,30,0,1,2,1,1,16,2,05
201,49,3,0,79,31,45,0,1,2,1,1,18,1,05
278,26,3,0,90,45,30,1,1,2,1,1,19,2,05
249,0,3,0,0,0,0,0,1,2,0,0,0,1,05
149,79,300,0,0,0,0,0,1,2,0,1,16,1,05
133,77,300,0,0,0,0,0,1,2,0,1,17,2,05
67,79,3,0,0,0,0,0,1,2,0,1,18,2,05
165,76,3,0,0,0,0,0,1,1,0,1,16,1,05
37,37,3,0,77,35,15,2,1,2,1,1,16,2,05
39,17,3,0,238,134,20,0,1,2,1,2,14,1,05
39,15,3,0,0,0,0,2,1,2,0,2,12,2,05
57,11,3,0,0,0,0,0,1,2,0,2,8,2,05
184,54,30,0,61,19,15,0,1,1,1,1,16,1,05
218,48,30,0,69,28,13,2,1,1,1,1,19,2,05
22,23,3,31,82,39,20,2,1,1,1,1,21,2,05
20,20,3,31,0,0,0,0,1,1,0,3,19,1,05
65,66,20,0,60,16,40,0,1,2,1,1,19,2,05
301,23,3,13,82,43,2,0,1,1,1,1,21,1,05
272,49,170,0,103,61,15,2,1,1,1,1,22,2,05
204,46,170,0,0,0,0,0,1,1,11,1,21,1,05
251,13,170,0,0,0,0,0,1,1,0,2,10,1,05
209,10,170,0,0,0,0,0,1,1,0,2,8,2,05
69,59,80,0,93,53,5,0,1,1,1,1,20,1,05
62,59,80,0,0,0,0,0,1,1,0,1,19,2,05
51,25,80,0,284,149,25,0,1,1,1,1,16,1,05
62,61,340,0,0,0,0,0,1,1,0,1,21,1,05
52,59,340,0,0,0,0,0,1,1,0,1,21,2,05
121,27,340,0,120,79,10,2,1,1,1,1,18,2,05
51,66,140,0,0,0,0,0,1,1,0,1,20,2,05
349,54,50,60,0,0,0,0,1,0,0,1,14,2,05
91,33,300,0,0,0,0,0,1,1,11,1,19,1,05
135,32,300,0,0,0,0,2,1,1,0,1,21,2,05
34,8,300,0,0,0,0,0,1,1,0,2,5,1,05
34,6,300,0,0,0,0,0,1,1,0,2,1,1,05
117,33,350,23,0,0,0,0,2,1,0,1,21,1,05
117,18,350,23,213,125,10,2,2,1,1,2,14,2,05
83,35,350,23,0,0,0,0,2,1,0,1,18,1,05
91,31,350,23,223,130,15,2,2,1,1,2,19,2,05
105,31,100,0,64,19,30,0,1,0,1,1,16,1,05
79,73,120,15,0,0,0,0,1,0,0,1,17,1,05
191,33,120,15,49,13,15,0,1,0,1,1,16,1,05
135,38,120,15,0,0,0,0,1,0,0,1,16,1,05
84,72,3,0,0,0,0,0,1,2,0,1,17,1,05
91,72,3,0,0,0,0,0,1,2,0,1,16,2,05
103,60,40,0,0,0,0,0,1,2,11,1,14,1,05
86,55,40,0,88,43,30,0,1,2,1,1,16,2,05
168,38,40,0,0,0,0,0,1,2,0,1,16,1,05
13,67,30,0,0,0,0,0,1,1,0,1,20,1,05
13,57,30,0,90,49,10,0,1,1,1,1,16,2,05
153,29,90,0,71,31,8,0,1,1,1,1,20,1,05
48,86,40,0,0,0,0,0,1,2,0,1,16,1,05
51,82,40,0,0,0,0,0,1,2,0,1,16,2,05
86,31,3,27,97,55,15,2,1,1,1,1,21,2,05
233,4,3,27,0,0,0,0,1,1,0,2,2,1,05
46,70,50,0,0,0,0,0,1,1,0,1,17,2,05
38,75,50,0,0,0,0,0,1,1,0,1,21,1,05
90,40,50,0,0,0,0,0,1,1,11,1,24,1,05
49,93,50,0,0,0,0,0,1,1,0,1,12,2,05
226,33,250,0,0,0,0,2,1,1,0,1,22,2,05
186,34,250,0,85,43,19,0,1,1,1,1,23,1,05
157,7,250,0,0,0,0,0,1,1,0,2,3,2,05
156,5,250,0,0,0,0,0,1,1,0,1,1,2,05
199,2,250,0,0,0,0,0,1,1,0,0,0,1,05
13,58,3,0,77,37,5,0,1,2,1,1,21,1,05
15,54,3,0,92,46,35,0,1,2,1,1,19,2,05
173,27,260,0,92,49,20,1,1,1,1,1,22,2,05
198,28,260,0,68,25,20,0,1,1,1,1,23,1,05
163,0,260,0,0,0,0,0,1,1,0,0,0,2,05
84,73,3,0,0,0,0,0,1,0,0,1,22,2,05
64,34,3,24,174,106,10,0,2,2,1,1,23,1,05
86,84,3,0,0,0,0,0,1,2,0,1,19,2,05
57,59,360,0,67,22,30,0,1,1,1,1,14,2,05
102,43,40,0,118,73,30,0,1,1,1,1,16,1,05
69,43,40,0,119,67,65,2,1,1,1,1,16,2,05
114,17,40,0,0,0,0,0,1,1,0,2,14,1,05
78,53,170,0,0,0,0,0,1,1,0,1,19,1,05
67,57,170,0,0,0,0,0,1,1,0,1,1,2,05
73,38,170,0,0,0,0,2,1,1,0,1,1,2,05
74,37,170,0,0,0,0,2,1,1,0,1,1,2,05
110,71,220,0,0,0,0,0,1,1,0,1,22,2,05
96,79,220,0,0,0,0,0,1,1,0,1,22,1,05
148,39,3,37,120,79,10,0,1,1,1,1,16,1,05
133,9,3,37,0,0,0,0,1,1,0,2,6,1,05
117,66,3,0,0,0,0,0,1,1,0,1,22,2,05
107,66,3,0,80,37,20,0,1,1,1,1,21,1,05
86,61,3,0,79,33,35,0,1,2,1,1,16,1,05
112,67,3,0,0,0,0,0,1,2,0,1,16,2,05
20,64,110,0,0,0,0,0,1,1,0,1,22,2,05
80,56,110,0,0,0,0,0,1,1,11,1,24,1,05
65,87,110,0,0,0,0,0,1,1,0,1,16,2,05
44,45,50,9,57,16,25,0,1,1,1,1,16,1,05
32,6,50,9,0,0,0,0,1,1,0,2,1,2,05
40,6,50,9,0,0,0,0,1,1,0,3,3,1,05
7,52,20,0,97,55,15,0,1,1,1,1,21,2,05
73,52,20,0,77,29,45,0,1,1,1,1,19,1,05
6,19,20,0,0,0,0,0,1,1,0,2,19,1,05
59,70,50,0,204,121,10,0,2,2,1,1,1,1,05
50,66,50,0,187,112,15,0,2,2,1,1,1,2,05
402,26,40,27,193,115,15,2,1,1,1,1,16,2,05
379,2,40,27,0,0,0,0,1,1,0,0,0,1,05
81,37,180,0,86,47,1,2,1,1,10,1,22,2,05
153,36,180,0,248,136,20,0,1,1,1,1,19,1,05
107,12,180,0,0,0,0,0,1,1,0,2,8,2,05
120,8,180,0,0,0,0,0,1,1,0,2,5,1,05
124,32,180,0,78,37,10,0,1,1,12,1,16,1,05
37,70,3,0,0,0,0,0,1,1,0,1,16,1,05
28,69,3,0,0,0,0,0,1,1,0,1,16,2,05
48,69,40,0,44,10,20,0,1,1,1,1,20,1,05
78,58,90,0,0,0,0,0,1,2,11,1,16,1,05
108,22,3,18,226,133,2,0,2,1,1,1,20,1,05
151,75,20,0,0,0,0,0,1,1,0,1,21,2,05
117,75,20,0,0,0,0,0,1,1,0,1,21,1,05
44,44,80,0,92,49,20,2,1,1,1,2,20,2,05
41,16,80,0,0,0,0,0,1,1,0,2,14,1,05
56,75,350,0,98,56,15,0,1,1,1,1,21,1,05
68,72,350,0,0,0,0,0,1,1,0,1,19,2,05
154,46,80,0,90,44,35,2,1,2,1,1,19,2,05
214,48,80,0,98,55,20,0,1,2,1,1,23,1,05
101,73,3,0,0,0,0,0,1,1,0,1,17,2,05
123,73,3,0,0,0,0,0,1,1,0,1,15,1,05
363,51,30,0,244,135,30,0,1,2,1,1,22,2,05
358,54,30,0,231,133,20,0,1,2,1,1,18,1,05
33,83,100,0,0,0,0,0,1,2,0,1,16,2,05
59,83,100,0,0,0,0,0,1,2,0,1,16,1,05
65,34,3,0,0,0,0,2,1,2,0,1,19,2,05
76,34,3,0,0,0,0,0,1,2,0,1,16,1,05
64,13,3,0,0,0,0,0,1,2,0,2,9,2,05
93,71,3,0,97,55,15,0,1,1,1,1,23,1,05
365,16,3,0,0,0,0,2,1,1,0,2,13,2,05
67,69,3,0,0,0,0,0,1,2,0,1,17,2,05
16,68,3,0,0,0,0,0,1,2,0,1,16,2,05
63,53,40,0,110,67,23,0,1,1,1,1,16,1,05
37,59,110,0,71,31,6,0,1,1,1,1,16,2,05
62,56,110,0,61,16,45,0,1,1,1,1,16,1,05
43,13,110,0,0,0,0,0,1,1,0,2,9,1,05
95,13,110,0,0,0,0,0,1,1,0,2,8,1,05
42,12,110,0,0,0,0,0,1,1,0,2,8,1,05
